id,user,uid,version,timestamp,changeset
6121172,LostSparky,354807,4,2011-01-17T00:14:15Z,6995433
6121218,LostSparky,354807,2,2011-01-04T23:43:33Z,6867046
6121228,bathis,8469957,11,2018-10-05T06:52:05Z,63219191
6121263,LostSparky,354807,2,2011-01-15T04:58:28Z,6973574
6121266,KanaLee,7219130,2,2018-04-23T23:18:58Z,58356695
6121269,Amoebabadass,11131,4,2010-01-26T16:21:09Z,3720863
6121347,karitotp,2748195,3,2017-01-09T20:12:11Z,45035868
6121453,STBrenden,1340045,3,2014-01-30T16:48:02Z,20286092
6121455,vvrddy,8369522,3,2018-12-05T09:04:53Z,65191313
6121533,LostSparky,354807,2,2011-01-15T01:00:55Z,6973059
6121535,LostSparky,354807,2,2011-01-15T01:00:55Z,6973059
6121537,STBrenden,1340045,3,2013-05-08T21:03:17Z,16037416
6121538,STBrenden,1340045,2,2013-05-08T21:03:17Z,16037416
6121672,Dion Dock,97431,2,2013-04-17T04:12:59Z,15757944
6121726,Dion Dock,97431,3,2013-10-26T04:24:57Z,18546418
6121791,arming_telenav,4827171,3,2018-08-10T07:55:39Z,61524901
6121942,STBrenden,1340045,2,2013-12-27T22:52:34Z,19670685
6121963,KanaLee,7219130,2,2018-04-25T18:35:35Z,58418038
6121988,STBrenden,1340045,4,2013-05-08T21:13:41Z,16037416
6122147,STBrenden,1340045,3,2013-05-02T20:34:15Z,15948842
6122173,LostSparky,354807,2,2010-10-05T22:51:45Z,5965590
6122187,DaveHansenTiger,7168,1,2007-09-13T15:53:12Z,419554
6122198,LostSparky,354807,2,2012-06-03T02:48:45Z,11782300
6122218,STBrenden,1340045,2,2013-05-08T21:06:00Z,16037416
6122265,DaveHansenTiger,7168,1,2007-09-13T15:54:13Z,419554
6122290,DaveHansenTiger,7168,1,2007-09-13T15:54:28Z,419554
6122292,ewedistrict,8609,2,2008-08-15T08:28:54Z,265554
6122293,STBrenden,1340045,4,2013-05-08T21:25:51Z,16037416
6122346,STBrenden,1340045,3,2013-12-27T22:52:34Z,19670685
6122362,STBrenden,1340045,2,2013-05-09T20:33:06Z,16053478
6122389,Dion Dock,97431,5,2013-10-26T04:24:57Z,18546418
6122390,Dion Dock,97431,5,2013-10-26T04:24:57Z,18546418
6122391,Dion Dock,97431,4,2013-10-26T04:24:57Z,18546418
6122580,LostSparky,354807,2,2015-06-01T20:10:21Z,31646037
6122624,STBrenden,1340045,3,2013-12-27T22:52:35Z,19670685
6122657,cohort,7932,2,2007-11-27T22:59:30Z,641396
6122815,LostSparky,354807,2,2011-01-02T05:56:24Z,6835145
6122830,LostSparky,354807,2,2010-12-29T18:20:53Z,6801586
6122853,LostSparky,354807,2,2011-01-15T01:00:57Z,6973059
6122983,Vkkalegi,8476268,4,2018-11-16T03:54:42Z,64551460
6122985,STBrenden,1340045,2,2013-12-27T22:26:51Z,19670685
6123039,abhap,8369525,5,2018-10-15T14:01:55Z,63543782
6123046,Amoebabadass,11131,2,2010-01-26T20:42:11Z,3723156
6123210,LostSparky,354807,3,2010-10-05T20:44:18Z,5964450
6123222,TheDutchMan13,1330847,4,2017-06-06T04:56:42Z,49293299
6123226,DaveHansenTiger,7168,1,2007-09-13T16:19:59Z,419554
6123227,DaveHansenTiger,7168,1,2007-09-13T16:20:00Z,419554
6123262,STBrenden,1340045,4,2013-05-07T15:47:50Z,16012511
6123389,DaveHansenTiger,7168,1,2007-09-13T16:22:40Z,419925
6123390,LostSparky,354807,2,2011-01-15T01:00:58Z,6973059
6123492,TheDutchMan13,1330847,7,2017-06-06T04:56:46Z,49293299
6123522,TheDutchMan13,1330847,9,2017-06-06T04:56:48Z,49293299
6123526,TheDutchMan13,1330847,6,2017-06-06T04:56:48Z,49293299
6123527,TheDutchMan13,1330847,6,2017-06-06T04:56:48Z,49293299
6123528,TheDutchMan13,1330847,6,2017-06-06T04:56:49Z,49293299
6123531,TheDutchMan13,1330847,10,2017-06-06T04:56:49Z,49293299
6123533,TheDutchMan13,1330847,5,2017-06-06T04:56:49Z,49293299
6123537,LostSparky,354807,4,2011-01-02T05:54:02Z,6835145
6123583,TheDutchMan13,1330847,9,2017-06-06T04:56:51Z,49293299
6123584,TheDutchMan13,1330847,8,2017-06-06T04:56:51Z,49293299
6123612,TheDutchMan13,1330847,7,2017-06-06T04:56:52Z,49293299
6123616,TheDutchMan13,1330847,6,2017-06-06T04:56:53Z,49293299
6123618,Glassman,447903,6,2018-04-01T23:30:41Z,57724779
6123620,TheDutchMan13,1330847,8,2017-06-06T04:56:53Z,49293299
6123661,TheDutchMan13,1330847,4,2017-06-06T04:56:55Z,49293299
6123662,TheDutchMan13,1330847,6,2017-06-06T04:56:55Z,49293299
6123663,TheDutchMan13,1330847,4,2017-06-06T04:56:56Z,49293299
6123713,TheDutchMan13,1330847,9,2017-06-06T04:56:59Z,49293299
6123721,TheDutchMan13,1330847,7,2017-06-06T04:56:59Z,49293299
6123722,shushmit,8683370,7,2018-11-29T09:15:21Z,65002268
6123723,florinbadita_telenav,2959379,7,2018-01-30T10:35:23Z,55889188
6123724,LostSparky,354807,6,2010-12-28T19:33:06Z,6791613
6123784,SomeoneElse_Revert,1778799,7,2018-04-28T11:39:16Z,58500784
6123814,TheDutchMan13,1330847,5,2017-06-06T04:57:04Z,49293299
6123818,TheDutchMan13,1330847,5,2017-06-06T04:57:04Z,49293299
6123821,TheDutchMan13,1330847,7,2017-06-06T04:57:04Z,49293299
6123822,TheDutchMan13,1330847,6,2017-06-06T04:57:04Z,49293299
6123824,TheDutchMan13,1330847,5,2017-06-06T04:57:05Z,49293299
6123826,TheDutchMan13,1330847,6,2017-06-06T04:57:05Z,49293299
6123828,TheDutchMan13,1330847,7,2017-06-06T04:57:05Z,49293299
6123834,TheDutchMan13,1330847,5,2017-06-06T04:57:05Z,49293299
6123835,TheDutchMan13,1330847,6,2017-06-06T04:57:05Z,49293299
6124010,TheDutchMan13,1330847,4,2017-06-06T04:57:10Z,49293299
6124135,TheDutchMan13,1330847,6,2017-06-06T04:57:16Z,49293299
6124136,TheDutchMan13,1330847,7,2017-06-06T04:57:17Z,49293299
6124155,danuta_telenav,8412798,8,2018-08-30T10:37:59Z,62134589
6124184,TheDutchMan13,1330847,6,2017-06-06T04:57:18Z,49293299
6124185,TheDutchMan13,1330847,5,2017-06-06T04:57:18Z,49293299
6124218,TheDutchMan13,1330847,6,2017-06-06T04:57:19Z,49293299
6124220,TheDutchMan13,1330847,7,2017-06-06T04:57:20Z,49293299
6124227,TheDutchMan13,1330847,6,2017-06-06T04:57:20Z,49293299
6124262,SomeoneElse_Revert,1778799,7,2018-04-28T13:40:52Z,58502701
6124263,TheDutchMan13,1330847,8,2017-06-06T04:57:22Z,49293299
6124269,TheDutchMan13,1330847,8,2017-06-06T04:57:23Z,49293299
6124353,TheDutchMan13,1330847,5,2017-06-06T04:57:26Z,49293299
6124354,TheDutchMan13,1330847,6,2017-06-06T04:57:26Z,49293299
6124355,TheDutchMan13,1330847,5,2017-06-06T04:57:27Z,49293299
6124356,kasals,9018038,11,2018-11-22T10:45:35Z,64775798
6124358,TheDutchMan13,1330847,6,2017-06-06T04:57:27Z,49293299
6124359,TheDutchMan13,1330847,4,2017-06-06T04:57:27Z,49293299
6124360,TheDutchMan13,1330847,6,2017-06-06T04:57:27Z,49293299
6124448,TheDutchMan13,1330847,6,2017-06-06T04:57:30Z,49293299
6124449,STBrenden,1340045,5,2013-05-08T18:55:38Z,16031245
6124450,TheDutchMan13,1330847,6,2017-06-06T04:57:31Z,49293299
6124453,TheDutchMan13,1330847,11,2017-06-06T04:57:31Z,49293299
6124455,TheDutchMan13,1330847,7,2017-06-06T04:57:31Z,49293299
6124659,TheDutchMan13,1330847,9,2017-06-06T04:57:33Z,49293299
6124661,TheDutchMan13,1330847,7,2017-06-06T04:57:34Z,49293299
6124672,shaspand,8683375,14,2018-10-10T15:22:46Z,63384654
6124719,TheDutchMan13,1330847,8,2017-06-06T04:57:37Z,49293299
6124903,TheDutchMan13,1330847,5,2017-06-06T04:57:46Z,49293299
6124973,TheDutchMan13,1330847,12,2017-06-06T04:57:49Z,49293299
6124974,TheDutchMan13,1330847,4,2017-06-06T04:57:49Z,49293299
6125025,TheDutchMan13,1330847,12,2017-06-06T04:57:51Z,49293299
6125115,TheDutchMan13,1330847,5,2017-06-06T04:57:58Z,49293299
6125404,TheDutchMan13,1330847,6,2017-06-06T04:58:11Z,49293299
6125406,TheDutchMan13,1330847,5,2017-06-06T04:58:12Z,49293299
6125465,TheDutchMan13,1330847,7,2017-06-06T04:58:13Z,49293299
6125467,TheDutchMan13,1330847,8,2017-06-06T04:58:14Z,49293299
6125468,TheDutchMan13,1330847,7,2017-06-06T04:58:14Z,49293299
6125470,balrog-kun,20587,5,2010-04-02T16:31:16Z,4304478
6125531,TheDutchMan13,1330847,4,2017-06-06T04:58:17Z,49293299
6125656,TheDutchMan13,1330847,6,2017-06-06T04:58:24Z,49293299
6125657,TheDutchMan13,1330847,5,2017-06-06T04:58:24Z,49293299
6125723,LostSparky,354807,8,2010-12-30T23:17:37Z,6814318
6125747,LostSparky,354807,4,2011-01-18T22:10:26Z,7015585
6125748,LostSparky,354807,4,2011-01-18T22:10:27Z,7015585
6125750,TheDutchMan13,1330847,7,2017-06-06T04:58:30Z,49293299
6125751,TheDutchMan13,1330847,9,2017-06-06T04:58:30Z,49293299
6125753,TheDutchMan13,1330847,10,2017-06-06T04:58:31Z,49293299
6125756,TheDutchMan13,1330847,7,2017-06-06T04:58:31Z,49293299
6125847,TheDutchMan13,1330847,6,2017-06-06T04:58:35Z,49293299
6125848,TheDutchMan13,1330847,6,2017-06-06T04:58:35Z,49293299
6125850,TheDutchMan13,1330847,6,2017-06-06T04:58:35Z,49293299
6125851,TheDutchMan13,1330847,7,2017-06-06T04:58:35Z,49293299
6125854,TheDutchMan13,1330847,8,2017-06-06T04:58:36Z,49293299
6125857,TheDutchMan13,1330847,8,2017-06-06T04:58:36Z,49293299
6125858,TheDutchMan13,1330847,8,2017-06-06T04:58:36Z,49293299
6125859,TheDutchMan13,1330847,9,2017-06-06T04:58:36Z,49293299
6125873,TheDutchMan13,1330847,9,2017-06-06T04:58:37Z,49293299
6125874,TheDutchMan13,1330847,10,2017-06-06T04:58:37Z,49293299
6125880,vvrddy,8369522,19,2018-12-05T10:33:19Z,65195661
6125913,TheDutchMan13,1330847,6,2017-06-06T04:58:40Z,49293299
6125919,TheDutchMan13,1330847,6,2017-06-06T04:58:41Z,49293299
6125921,TheDutchMan13,1330847,7,2017-06-06T04:58:41Z,49293299
6125970,TheDutchMan13,1330847,6,2017-06-06T04:58:43Z,49293299
6125971,TheDutchMan13,1330847,5,2017-06-06T04:58:43Z,49293299
6125976,TheDutchMan13,1330847,4,2017-06-06T04:58:44Z,49293299
6126011,TheDutchMan13,1330847,7,2017-06-06T04:58:45Z,49293299
6126050,TheDutchMan13,1330847,6,2017-06-06T04:58:46Z,49293299
6126124,TheDutchMan13,1330847,8,2017-06-06T04:58:49Z,49293299
6126183,TheDutchMan13,1330847,5,2017-06-06T04:58:50Z,49293299
6126184,TheDutchMan13,1330847,5,2017-06-06T04:58:50Z,49293299
6126187,TheDutchMan13,1330847,6,2017-06-06T04:58:50Z,49293299
6126233,TheDutchMan13,1330847,6,2017-06-06T04:58:52Z,49293299
6126234,TheDutchMan13,1330847,5,2017-06-06T04:58:52Z,49293299
6126274,talukdm,8683374,11,2018-12-06T03:54:06Z,65224835
6126439,TheDutchMan13,1330847,4,2017-06-06T04:58:57Z,49293299
6126441,TheDutchMan13,1330847,8,2017-06-06T04:58:57Z,49293299
6126442,TheDutchMan13,1330847,6,2017-06-06T04:58:58Z,49293299
6126443,TheDutchMan13,1330847,5,2017-06-06T04:58:58Z,49293299
6126444,TheDutchMan13,1330847,4,2017-06-06T04:58:58Z,49293299
6126447,TheDutchMan13,1330847,5,2017-06-06T04:58:58Z,49293299
6126533,ganarend,8476271,6,2018-10-18T06:00:01Z,63632738
6126535,TheDutchMan13,1330847,6,2017-06-06T04:59:00Z,49293299
6126594,arpremna,8446886,7,2018-10-10T12:49:08Z,63379741
6126616,makkera,9018037,13,2018-11-27T12:25:12Z,64934387
6126618,patrick noll,6591653,13,2018-03-30T06:45:09Z,57652783
6126629,TheDutchMan13,1330847,8,2017-06-06T04:59:04Z,49293299
6126630,eadamk,8476256,8,2018-11-05T03:43:57Z,64184236
6126635,TheDutchMan13,1330847,5,2017-06-06T04:59:04Z,49293299
6126638,balrog-kun,20587,3,2010-04-02T16:33:42Z,4304478
6126673,TheDutchMan13,1330847,10,2017-06-06T04:59:07Z,49293299
6126674,TheDutchMan13,1330847,8,2017-06-06T04:59:07Z,49293299
6126676,TheDutchMan13,1330847,8,2017-06-06T04:59:07Z,49293299
6126720,kirthia,9196092,12,2018-12-12T05:37:07Z,65397092
6126746,TheDutchMan13,1330847,5,2017-06-06T04:59:09Z,49293299
6126747,TheDutchMan13,1330847,5,2017-06-06T04:59:09Z,49293299
6126748,TheDutchMan13,1330847,6,2017-06-06T04:59:09Z,49293299
6126749,TheDutchMan13,1330847,4,2017-06-06T04:59:09Z,49293299
6126762,purbitap,8683368,11,2018-11-19T08:28:51Z,64645271
6126767,TheDutchMan13,1330847,6,2017-06-06T04:59:10Z,49293299
6126832,SomeoneElse_Revert,1778799,10,2018-04-28T11:06:57Z,58500784
6126957,TheDutchMan13,1330847,17,2017-06-06T04:59:15Z,49293299
6126960,TheDutchMan13,1330847,11,2017-06-06T04:59:15Z,49293299
6126964,TheDutchMan13,1330847,6,2017-06-06T04:59:16Z,49293299
6127090,TheDutchMan13,1330847,10,2017-06-06T04:59:21Z,49293299
6127091,TheDutchMan13,1330847,6,2017-06-06T04:59:21Z,49293299
6127146,TheDutchMan13,1330847,6,2017-06-06T04:59:23Z,49293299
6127147,TheDutchMan13,1330847,5,2017-06-06T04:59:23Z,49293299
6127158,TheDutchMan13,1330847,5,2017-06-06T04:59:24Z,49293299
6127166,nimmalab,8446889,11,2018-11-30T11:22:07Z,65040807
6127174,patrick noll,6591653,23,2018-12-22T23:46:28Z,65705292
6127219,TheDutchMan13,1330847,7,2017-06-06T04:59:26Z,49293299
6127377,TheDutchMan13,1330847,8,2017-06-06T04:59:31Z,49293299
6127406,TheDutchMan13,1330847,5,2017-06-06T04:59:32Z,49293299
6127428,TheDutchMan13,1330847,6,2017-06-06T04:59:34Z,49293299
6127432,vvrddy,8369522,14,2018-12-05T10:33:19Z,65195661
6127511,TheDutchMan13,1330847,6,2017-06-06T04:59:36Z,49293299
6127519,kasals,9018038,45,2018-11-08T17:10:36Z,64299755
6127544,WernerP,315015,6,2012-04-14T16:17:15Z,11300621
6127553,TheDutchMan13,1330847,7,2017-06-06T04:59:39Z,49293299
6127621,TheDutchMan13,1330847,6,2017-06-06T04:59:42Z,49293299
6127625,TheDutchMan13,1330847,5,2017-06-06T04:59:43Z,49293299
6127681,TheDutchMan13,1330847,8,2017-06-06T04:59:44Z,49293299
6127708,TheDutchMan13,1330847,5,2017-06-06T04:59:47Z,49293299
6127736,TheDutchMan13,1330847,5,2017-06-06T04:59:48Z,49293299
6127739,TheDutchMan13,1330847,6,2017-06-06T04:59:48Z,49293299
6127825,TheDutchMan13,1330847,7,2017-06-06T04:59:53Z,49293299
6127826,TheDutchMan13,1330847,8,2017-06-06T04:59:53Z,49293299
6127829,TheDutchMan13,1330847,5,2017-06-06T04:59:53Z,49293299
6127914,LostSparky,354807,6,2011-01-18T18:32:48Z,7013124
6127916,TheDutchMan13,1330847,6,2017-06-06T04:59:58Z,49293299
6127918,arkdatta,8683372,36,2018-11-15T18:24:20Z,64539706
6127930,TheDutchMan13,1330847,4,2017-06-06T04:59:58Z,49293299
6127934,TheDutchMan13,1330847,15,2017-06-06T04:59:59Z,49293299
6127939,gireeshn,8254810,5,2018-10-18T11:23:00Z,63640825
6128097,TheDutchMan13,1330847,11,2017-06-06T05:00:05Z,49293299
6128100,TheDutchMan13,1330847,6,2017-06-06T05:00:05Z,49293299
6128101,TheDutchMan13,1330847,7,2017-06-06T05:00:05Z,49293299
6128104,bathis,8469957,7,2018-10-17T05:39:06Z,63598364
6128349,STBrenden,1340045,9,2013-05-08T20:54:10Z,16037416
6128428,ravsjith,8240071,10,2018-11-13T15:03:31Z,64446133
6128429,TheDutchMan13,1330847,14,2017-06-06T05:00:13Z,49293299
6128432,TheDutchMan13,1330847,9,2017-06-06T05:00:13Z,49293299
6128433,TheDutchMan13,1330847,12,2017-06-06T05:00:13Z,49293299
6128522,TheDutchMan13,1330847,10,2017-06-06T05:00:15Z,49293299
6128523,TheDutchMan13,1330847,6,2017-06-06T05:00:15Z,49293299
6128524,TheDutchMan13,1330847,6,2017-06-06T05:00:15Z,49293299
6128554,TheDutchMan13,1330847,7,2017-06-06T05:00:15Z,49293299
6128692,TheDutchMan13,1330847,7,2017-06-06T05:00:23Z,49293299
6128753,TheDutchMan13,1330847,7,2017-06-06T05:00:27Z,49293299
6128773,TheDutchMan13,1330847,4,2017-06-06T05:00:28Z,49293299
6128852,TheDutchMan13,1330847,5,2017-06-06T05:00:31Z,49293299
6128855,TheDutchMan13,1330847,8,2017-06-06T05:00:32Z,49293299
6128860,TheDutchMan13,1330847,5,2017-06-06T05:00:32Z,49293299
6128888,TheDutchMan13,1330847,6,2017-06-06T05:00:32Z,49293299
6128892,TheDutchMan13,1330847,6,2017-06-06T05:00:33Z,49293299
6128959,TheDutchMan13,1330847,4,2017-06-06T05:00:35Z,49293299
6128981,TheDutchMan13,1330847,7,2017-06-06T05:00:36Z,49293299
6129267,TheDutchMan13,1330847,5,2017-06-06T05:00:49Z,49293299
6129270,talukdm,8683374,9,2018-10-15T04:40:45Z,63525799
6129300,TheDutchMan13,1330847,5,2017-06-06T05:00:51Z,49293299
6129353,TheDutchMan13,1330847,9,2017-06-06T05:00:53Z,49293299
6129525,TheDutchMan13,1330847,11,2017-06-06T05:01:00Z,49293299
6129532,TheDutchMan13,1330847,6,2017-06-06T05:01:01Z,49293299
6129586,sunilvs,9023088,11,2018-11-20T11:49:26Z,64693360
6129648,TheDutchMan13,1330847,6,2017-06-06T05:01:09Z,49293299
6129678,ganarend,8476271,15,2018-11-08T03:12:19Z,64279590
6129731,Natfoot,567792,30,2014-11-30T21:25:41Z,27141899
6129740,TheDutchMan13,1330847,9,2017-06-06T05:01:14Z,49293299
