id,key,value,type
4704945,bicycle,designated,regular
4704945,foot,yes,regular
4704945,highway,cycleway,regular
4704945,name,Burke-Gilman Trail,regular
4704945,note,railway=abandone is rail-trail,regular
4704945,railway,abandoned,regular
4704945,segregated,no,regular
4704945,surface,paved,regular
4729866,bicycle,no,regular
4729866,destination,Woodinville;Redmond,regular
4729866,ref,WA 202 East,destination
4729866,highway,motorway_link,regular
4729866,lanes,1,regular
4729866,oneway,yes,regular
4729867,highway,secondary,regular
4729867,lanes,5,regular
4729867,backward,3,lanes
4729867,forward,2,lanes
4729867,name,132nd Avenue Northeast,regular
4729867,lanes:backward,left|left|through,turn
4729897,bicycle,yes,regular
4729897,destination,Woodinville;Redmond,regular
4729897,ref,WA 202 East,destination
4729897,street,132nd Avenue Northeast,destination
4729897,highway,motorway_link,regular
4729897,lanes,1,regular
4729897,oneway,yes,regular
4729900,highway,secondary,regular
4729900,maxspeed,25 mph,regular
4729900,name,Main Street,regular
4729900,cfcc,A41,tiger
4729900,county,"King, WA",tiger
4729900,name_base,Main,tiger
4752396,bicycle,no,regular
4752396,destination,Bothell;Woodinville,regular
4752396,ref,WA 522,destination
4752396,highway,motorway_link,regular
4752396,lanes,2,regular
4752396,oneway,yes,regular
4752445,bicycle,no,regular
4752445,highway,motorway,regular
4752445,lanes,2,regular
4752445,maxspeed,60 mph,regular
4752445,oneway,yes,regular
4752445,ref,WA 522,regular
4752452,bicycle,no,regular
4752452,destination,Bellevue;Renton;Everett,regular
4752452,ref,I 405,destination
4752452,highway,motorway_link,regular
4752452,oneway,yes,regular
4752453,bicycle,no,regular
4752453,bridge,yes,regular
4752453,destination,Bellevue;Renton,regular
4752453,ref,I 405 South,destination
4752453,highway,motorway_link,regular
4752453,layer,1,regular
4752453,oneway,yes,regular
4752457,bicycle,no,regular
4752457,bridge,yes,regular
4752457,destination,Everett,regular
4752457,ref,I 405 North,destination
4752457,highway,motorway_link,regular
4752457,layer,1,regular
4752457,oneway,yes,regular
4752458,bicycle,no,regular
4752458,bridge,yes,regular
4752458,destination,Woodinville,regular
4752458,ref,WA 522 East,destination
4752458,ref:to,US 2,destination
4752458,highway,motorway_link,regular
4752458,layer,1,regular
4752458,oneway,yes,regular
4752466,bicycle,no,regular
4752466,destination,Everett,regular
4752466,ref,I 405 North,destination
4752466,highway,motorway_link,regular
4752466,oneway,yes,regular
4752472,bicycle,no,regular
4752472,highway,motorway,regular
4752472,lanes,2,regular
4752472,maxspeed,35 mph,regular
4752472,oneway,yes,regular
4752472,ref,WA 522,regular
4776030,highway,secondary,regular
4776030,name,Kaysner Way,regular
4776039,highway,secondary,regular
4776039,maxspeed,35 mph,regular
4776039,name,120th Avenue Northeast,regular
4776039,cfcc,A41,tiger
4776039,county,"King, WA",tiger
4776039,name_base,39th,tiger
4776039,name_direction_suffix,SE,tiger
4776041,highway,secondary,regular
4776041,name,9th Avenue Southeast,regular
4776042,bicycle,designated,regular
4776042,cycleway,lane,regular
4776042,highway,secondary,regular
4776042,name,9th Avenue Southeast,regular
4776042,cfcc,A41,tiger
4776042,county,"Snohomish, WA",tiger
4776042,name_base,9th,tiger
4776042,name_direction_suffix,SE,tiger
4776042,reviewed,no,tiger
4776049,highway,tertiary,regular
4776049,name,Harvest Road,regular
4776049,cfcc,A41,tiger
4776049,county,"Snohomish, WA",tiger
4776049,name_base,Harvest,tiger
4776049,reviewed,no,tiger
4776050,highway,residential,regular
4776050,name,201st Place Southeast,regular
4776050,cfcc,A41,tiger
4776050,county,"Snohomish, WA",tiger
4776050,name_base,201st,tiger
4776050,name_direction_suffix,SE,tiger
4776051,highway,residential,regular
4776051,name,9th Avenue Southeast,regular
4776051,cfcc,A41,tiger
4776051,county,"Snohomish, WA",tiger
4776051,name_base,9th,tiger
4776051,name_direction_suffix,SE,tiger
4776052,highway,tertiary,regular
4776052,name,Filbert Drive,regular
4776052,cfcc,A41,tiger
4776052,county,"Snohomish, WA",tiger
4776052,name_base,Filbert,tiger
4776083,highway,tertiary,regular
4776083,name,Harvest Road,regular
4776083,oneway,yes,regular
4794163,foot,designated,regular
4794163,highway,primary_link,regular
4794163,maxspeed,35 mph,regular
4794163,oneway,yes,regular
4794163,sidewalk,right,regular
4794163,source,Bing,regular
4794163,surface,asphalt,regular
4794167,bicycle,no,regular
4794167,destination,Mill Creek,regular
4794167,ref,WA 527 North,destination
4794167,highway,motorway_link,regular
4794167,oneway,yes,regular
4827303,bicycle,yes,regular
4827303,cycleway,lane,regular
4827303,highway,secondary,regular
4827303,maxspeed,35 mph,regular
4827303,type,sign,maxspeed
4827303,name,80th Avenue Northeast,regular
4827303,surface,asphalt,regular
4827303,cfcc,A41,tiger
4827303,county,"King, WA",tiger
4827303,name_base,80th,tiger
4827303,name_direction_suffix,NE,tiger
4842595,bicycle,designated,regular
4842595,cycleway,lane,regular
4842595,highway,primary,regular
4842595,lanes,2,regular
4842595,maxspeed,40 mph,regular
4842595,name,Bothell-Everett Highway,regular
4842595,ref,WA 527,regular
4842595,cfcc,A41,tiger
4842595,county,"Snohomish, WA",tiger
4842595,name_base,Bothell Everett,tiger
4842595,name_base_1,State Route 527,tiger
4842595,reviewed,no,tiger
4842608,bicycle,designated,regular
4842608,cycleway,lane,regular
4842608,highway,primary,regular
4842608,lanes,4,regular
4842608,maxspeed,45 mph,regular
4842608,name,Bothell-Everett Highway,regular
4842608,oneway,yes,regular
4842608,ref,WA 527,regular
4842608,source,"Yahoo,TIGER",regular
4842608,lanes,through|through|through|right,turn
4842614,highway,primary,regular
4842614,lanes,2,regular
4842614,maxspeed,35 mph,regular
4842614,name,Maltby Road,regular
4842614,name_1,212th Street Southeast,regular
4842614,name_2,State Highway 524,regular
4842614,oneway,yes,regular
4842614,ref,WA 524,regular
4842614,cfcc,A31,tiger
4842614,county,"Snohomish, WA",tiger
4842614,name_base,Maltby,tiger
4842614,name_base_1,212th,tiger
4842614,name_base_2,State Highway 524,tiger
4842614,name_direction_suffix_1,SE,tiger
4842614,reviewed,no,tiger
4842620,highway,primary,regular
4842620,lanes,2,regular
4842620,maxspeed,35 mph,regular
4842620,name,Maltby Road,regular
4842620,name_1,212th Street Southeast,regular
4842620,name_2,State Highway 524,regular
4842620,ref,WA 524,regular
4842620,cfcc,A31,tiger
4842620,county,"Snohomish, WA",tiger
4842620,name_base,Maltby,tiger
4842620,name_base_1,212th,tiger
4842620,name_base_2,State Highway 524,tiger
4842620,name_direction_suffix_1,SE,tiger
4842620,reviewed,no,tiger
4842629,bicycle,designated,regular
4842629,cycleway,lane,regular
4842629,highway,primary,regular
4842629,lanes,5,regular
4842629,maxspeed,45 mph,regular
4842629,name,Bothell-Everett Highway,regular
4842629,oneway,yes,regular
4842629,ref,WA 527,regular
4842636,highway,tertiary,regular
4842636,name,14th Drive Southeast,regular
4842636,cfcc,A41,tiger
4842636,county,"Snohomish, WA",tiger
4842636,name_base,14th,tiger
4842636,name_direction_suffix,SE,tiger
4842636,reviewed,no,tiger
4842638,highway,tertiary,regular
4842638,name,13th Drive Southeast,regular
4842638,cfcc,A41,tiger
4842638,county,"Snohomish, WA",tiger
4842638,name_base,13th,tiger
4842638,name_direction_suffix,SE,tiger
4842638,reviewed,no,tiger
4842744,bicycle,designated,regular
4842744,cycleway,lane,regular
4842744,highway,secondary,regular
4842744,name,Northeast 195th Street,regular
4842744,oneway,yes,regular
4842744,sidewalk,both,regular
4842745,bicycle,designated,regular
4842745,bridge,yes,regular
4842745,cycleway,lane,regular
4842745,highway,secondary,regular
4842745,lanes,5,regular
4842745,backward,2,lanes
4842745,forward,3,lanes
4842745,layer,1,regular
4842745,name,Northeast 195th Street,regular
4842745,sidewalk,both,regular
4842745,lanes:forward,left|left|,turn
4842746,bicycle,designated,regular
4842746,cycleway,lane,regular
4842746,highway,secondary,regular
4842746,lanes,5,regular
4842746,backward,3,lanes
4842746,forward,2,lanes
4842746,name,Northeast 195th Street,regular
4842746,sidewalk,right,regular
4842746,cfcc,A41,tiger
4842746,county,"King, WA",tiger
4842746,name_base,195th,tiger
4842746,name_direction_prefix,NE,tiger
4842746,reviewed,no,tiger
4842746,lanes:backward,||right,turn
4842754,bicycle,no,regular
4842754,destination,132nd Avenue Northeast,regular
4842754,highway,motorway_link,regular
4842754,lanes,2,regular
4842754,oneway,yes,regular
4842754,lanes,left;through|,turn
4842756,alt_name,Woodinville Redmond Road Northeast,regular
4842756,highway,primary,regular
4842756,lanes,5,regular
4842756,backward,2,lanes
4842756,forward,3,lanes
4842756,name,131st Avenue Northeast,regular
4842756,ref,WA 202,regular
4842756,county,"King, WA",tiger
4842756,lanes:backward,left|through,turn
4842757,bridge,yes,regular
4842757,highway,primary,regular
4842757,layer,1,regular
4842757,name,132nd Avenue Northeast,regular
4842757,ref,WA 202,regular
4842757,lanes:forward,left||,turn
4842789,bicycle,designated,regular
4842789,cycleway,lane,regular
4842789,highway,secondary,regular
4842789,name,Woodinville Snohomish Road Northeast,regular
4842789,name_1,139th Avenue East,regular
4842789,cfcc,A41,tiger
4842789,county,"King, WA",tiger
4842789,name_base,Woodinville Snohomish,tiger
4842789,name_base_1,139th,tiger
4842789,name_direction_suffix,NE,tiger
4842789,name_direction_suffix_1,E,tiger
4843368,alt_name,Bothell-Everett Highway,regular
4843368,bicycle,designated,regular
4843368,cycleway,lane,regular
4843368,highway,primary,regular
4843368,lanes,4,regular
4843368,backward,2,lanes
4843368,both_ways,1,lanes
4843368,forward,1,lanes
4843368,maxspeed,40 mph,regular
4843368,name,Bothell Way Northeast,regular
4843368,old_ref,WA 527,regular
4843368,cfcc,A31,tiger
4843368,county,"King, WA",tiger
4843368,name_base,Bothell,tiger
4843368,name_direction_suffix,NE,tiger
4843368,lanes:backward,|right,turn
4843368,lanes:both_ways,left,turn
4843484,bicycle,no,regular
4843484,lanes,designated||,bus
4843484,hgv,designated,regular
4843484,highway,motorway,regular
4843484,hov,yes,regular
4843484,lanes,designated||,hov
4843484,lanes,3,regular
4843484,maxspeed,60 mph,regular
4843484,lanes,no||,motor_vehicle
4843484,lanes,yes||,motorcycle
4843484,oneway,yes,regular
4843484,ref,I 405,regular
4843484,source,"Yahoo,TIGER",regular
4843485,highway,secondary,regular
4843485,lanes,4,regular
4843485,backward,3,lanes
4843485,forward,1,lanes
4843485,name,9th Avenue Southeast,regular
4843485,cfcc,A41,tiger
4843485,county,"Snohomish, WA",tiger
4843485,name_base,9th,tiger
4843485,name_direction_suffix,SE,tiger
4843485,lanes:backward,left|left|through;right,turn
4879305,bicycle,designated,regular
4879305,cycleway,lane=exclusive,regular
4879305,highway,secondary,regular
4879305,lanes,2,regular
4879305,maxspeed,30 mph,regular
4879305,name,Beardslee Boulevard,regular
4879305,oneway,no,regular
4879305,surface,asphalt,regular
4879305,cfcc,A41,tiger
4879305,county,"King, WA",tiger
4879305,name_base,Beardslee,tiger
4879305,reviewed,no,tiger
4879312,highway,primary,regular
4879312,lanes,2,regular
4879312,maxspeed,30 mph,regular
4879312,name,Bothell Way Northeast,regular
4879312,old_ref,WA 527;PSH 2-BE (Old US 99;PSH-1),regular
4879312,oneway,yes,regular
4879312,lanes:forward,left|through|through;right,turn
4879314,highway,primary,regular
4879314,lanes,2,regular
4879314,maxspeed,35 mph,regular
4879314,name,Woodinville Drive,regular
4879314,oneway,yes,regular
4879314,ref,WA 522,regular
6117197,highway,residential,regular
6117197,name,52nd Avenue Southeast,regular
6117197,cfcc,A41,tiger
6117197,county,"Snohomish, WA",tiger
6117197,name_base,52nd,tiger
6117197,name_direction_suffix,SE,tiger
6117199,highway,service,regular
6117199,service,driveway,regular
6117199,cfcc,A41,tiger
6117199,county,"Snohomish, WA",tiger
6117199,name_base,52nd,tiger
6117199,name_direction_suffix,SE,tiger
6117220,highway,residential,regular
6117220,name,218th Street Southwest,regular
6117220,cfcc,A41,tiger
6117220,county,"Snohomish, WA",tiger
6117220,name_base,218th,tiger
6117220,name_direction_suffix,SW,tiger
6117220,reviewed,no,tiger
6117224,highway,residential,regular
6117224,name,218th Street Southwest,regular
6117224,cfcc,A41,tiger
6117224,county,"Snohomish, WA",tiger
6117224,name_base,218th,tiger
6117224,name_direction_suffix,SW,tiger
6117224,reviewed,no,tiger
6117295,highway,residential,regular
6117295,name,Olympic Place,regular
6117295,cfcc,A41,tiger
6117295,county,"Snohomish, WA",tiger
6117295,name_base,Olympic,tiger
6117295,reviewed,no,tiger
6117375,highway,residential,regular
6117375,name,10th Drive Southeast,regular
6117375,cfcc,A41,tiger
6117375,county,"Snohomish, WA",tiger
6117375,separated,no,tiger
6117375,source,tiger_import_dch_v0.6_20070830,tiger
6117375,tlid,187762317,tiger
6117375,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6117433,highway,residential,regular
6117433,name,8th Place West,regular
6117433,cfcc,A41,tiger
6117433,county,"Snohomish, WA",tiger
6117433,reviewed,no,tiger
6117521,highway,residential,regular
6117521,cfcc,A41,tiger
6117521,county,"Snohomish, WA",tiger
6117521,separated,no,tiger
6117521,source,tiger_import_dch_v0.6_20070830,tiger
6117521,tlid,187763144,tiger
6117521,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6117535,highway,residential,regular
6117535,cfcc,A41,tiger
6117535,county,"Snohomish, WA",tiger
6117537,created_by,Potlatch 0.10b,regular
6117537,highway,residential,regular
6117537,cfcc,A41,tiger
6117537,county,"Snohomish, WA",tiger
6117537,reviewed,no,tiger
6117537,separated,no,tiger
6117537,source,tiger_import_dch_v0.6_20070830,tiger
6117537,tlid,187762759,tiger
6117537,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6117564,highway,service,regular
6117564,cfcc,A41,tiger
6117564,county,"Snohomish, WA",tiger
6117566,highway,service,regular
6117566,cfcc,A41,tiger
6117566,county,"Snohomish, WA",tiger
6117568,highway,service,regular
6117568,cfcc,A41,tiger
6117568,county,"Snohomish, WA",tiger
6117568,reviewed,no,tiger
6117572,highway,service,regular
6117572,cfcc,A41,tiger
6117572,county,"Snohomish, WA",tiger
6117575,highway,service,regular
6117575,cfcc,A41,tiger
6117575,county,"Snohomish, WA",tiger
6117575,reviewed,no,tiger
6117577,highway,service,regular
6117577,service,driveway,regular
6117577,cfcc,A41,tiger
6117577,county,"Snohomish, WA",tiger
6117577,reviewed,no,tiger
6117597,highway,living_street,regular
6117597,cfcc,A41,tiger
6117597,county,"Snohomish, WA",tiger
6117602,highway,service,regular
6117602,cfcc,A41,tiger
6117602,county,"Snohomish, WA",tiger
6117602,reviewed,no,tiger
6117667,highway,residential,regular
6117667,cfcc,A41,tiger
6117667,county,"Snohomish, WA",tiger
6117667,reviewed,no,tiger
6117667,separated,no,tiger
6117667,source,tiger_import_dch_v0.6_20070830,tiger
6117667,tlid,187759637,tiger
6117667,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6117861,highway,residential,regular
6117861,name,214th Place Southeast,regular
6117861,cfcc,A41,tiger
6117861,county,"Snohomish, WA",tiger
6117861,reviewed,no,tiger
6117866,highway,residential,regular
6117866,cfcc,A41,tiger
6117866,county,"Snohomish, WA",tiger
6117866,reviewed,no,tiger
6117880,highway,service,regular
6117880,cfcc,A41,tiger
6117880,county,"Snohomish, WA",tiger
6117880,reviewed,no,tiger
6117940,access,private,regular
6117940,highway,residential,regular
6117940,cfcc,A41,tiger
6117940,county,"Snohomish, WA",tiger
6117940,separated,no,tiger
6117940,source,tiger_import_dch_v0.6_20070830,tiger
6117940,tlid,187761493,tiger
6117940,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6117941,access,private,regular
6117941,highway,service,regular
6117941,service,driveway,regular
6117941,cfcc,A41,tiger
6117941,county,"Snohomish, WA",tiger
6117941,reviewed,no,tiger
6118103,highway,service,regular
6118104,highway,service,regular
6118105,highway,service,regular
6118106,highway,service,regular
6118193,highway,residential,regular
6118193,cfcc,A41,tiger
6118193,county,"Snohomish, WA",tiger
6118195,highway,residential,regular
6118195,cfcc,A41,tiger
6118195,county,"Snohomish, WA",tiger
6118195,separated,no,tiger
6118195,source,tiger_import_dch_v0.6_20070830,tiger
6118195,tlid,187779462,tiger
6118195,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6118199,highway,service,regular
6118199,cfcc,A41,tiger
6118199,county,"Snohomish, WA",tiger
6118199,reviewed,no,tiger
6118200,highway,service,regular
6118200,cfcc,A41,tiger
6118200,county,"Snohomish, WA",tiger
6118200,reviewed,no,tiger
6118415,highway,residential,regular
6118415,name,22nd Avenue Southeast,regular
6118418,highway,service,regular
6118418,cfcc,A41,tiger
6118418,county,"Snohomish, WA",tiger
6118418,reviewed,no,tiger
6118424,highway,service,regular
6118424,cfcc,A41,tiger
6118424,county,"Snohomish, WA",tiger
6118424,reviewed,no,tiger
6118425,highway,service,regular
6118425,cfcc,A41,tiger
6118425,county,"Snohomish, WA",tiger
6118532,highway,residential,regular
6118532,cfcc,A41,tiger
6118532,county,"Snohomish, WA",tiger
6118532,reviewed,no,tiger
6118532,separated,no,tiger
6118532,source,tiger_import_dch_v0.6_20070830,tiger
6118532,tlid,187759644,tiger
6118532,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6118536,highway,residential,regular
6118536,name,6th Avenue West,regular
6118536,cfcc,A74,tiger
6118536,county,"Snohomish, WA",tiger
6118536,reviewed,no,tiger
6118536,source,tiger_import_dch_v0.6_20070830,tiger
6118536,tlid,187761850,tiger
6118536,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6118594,highway,residential,regular
6118594,cfcc,A41,tiger
6118594,county,"Snohomish, WA",tiger
6118594,separated,no,tiger
6118594,source,tiger_import_dch_v0.6_20070830,tiger
6118594,tlid,187761068,tiger
6118594,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6118801,highway,residential,regular
6118801,name,217th Place Southeast,regular
6118801,cfcc,A41,tiger
6118801,county,"Snohomish, WA",tiger
6118801,reviewed,no,tiger
6119000,access,private,regular
6119000,highway,service,regular
6119000,cfcc,A74,tiger
6119000,county,"Snohomish, WA",tiger
6119025,highway,residential,regular
6119025,cfcc,A41,tiger
6119025,county,"Snohomish, WA",tiger
6119025,separated,no,tiger
6119025,source,tiger_import_dch_v0.6_20070830,tiger
6119025,tlid,187777477,tiger
6119025,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6119074,highway,residential,regular
6119074,cfcc,A41,tiger
6119074,county,"Snohomish, WA",tiger
6119074,separated,no,tiger
6119074,source,tiger_import_dch_v0.6_20070830,tiger
6119074,tlid,187762336:187773172,tiger
6119074,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6119275,highway,service,regular
6119275,cfcc,A41,tiger
6119275,county,"Snohomish, WA",tiger
6119296,highway,residential,regular
6119296,cfcc,A41,tiger
6119296,county,"Snohomish, WA",tiger
6119296,reviewed,no,tiger
6119296,separated,no,tiger
6119296,source,tiger_import_dch_v0.6_20070830,tiger
6119296,tlid,187763031,tiger
6119296,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6119424,highway,living_street,regular
6119424,cfcc,A41,tiger
6119424,county,"Snohomish, WA",tiger
6119424,reviewed,no,tiger
6119455,highway,service,regular
6119455,cfcc,A41,tiger
6119455,county,"Snohomish, WA",tiger
6119547,highway,living_street,regular
6119547,name,Lakeview Drive,regular
6119547,cfcc,A74,tiger
6119547,county,"Snohomish, WA",tiger
6119845,cables,3,regular
6119845,frequency,60,regular
6119845,power,line,regular
6119845,source,yahoo_wms,regular
6119845,voltage,500000,regular
6119845,wires,triple,regular
6119850,highway,residential,regular
6119850,cfcc,A41,tiger
6119850,county,"Snohomish, WA",tiger
6119850,separated,no,tiger
6119850,source,tiger_import_dch_v0.6_20070830,tiger
6119850,tlid,186597316,tiger
6119850,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6120081,highway,residential,regular
6120081,cfcc,A41,tiger
6120081,county,"Snohomish, WA",tiger
6120081,separated,no,tiger
6120081,source,tiger_import_dch_v0.6_20070830,tiger
6120081,tlid,187779793,tiger
6120081,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6120085,highway,residential,regular
6120085,cfcc,A41,tiger
6120085,county,"Snohomish, WA",tiger
6120085,reviewed,no,tiger
6120085,separated,no,tiger
6120085,source,tiger_import_dch_v0.6_20070830,tiger
6120085,tlid,187763042,tiger
6120085,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6120096,highway,residential,regular
6120096,cfcc,A41,tiger
6120096,county,"Snohomish, WA",tiger
6120147,highway,service,regular
6120147,cfcc,A41,tiger
6120147,county,"Snohomish, WA",tiger
6120147,reviewed,no,tiger
6120159,highway,residential,regular
6120159,name,219th Place Southwest,regular
6120159,cfcc,A41,tiger
6120159,county,"Snohomish, WA",tiger
6120159,separated,no,tiger
6120159,source,tiger_import_dch_v0.6_20070830,tiger
6120159,tlid,187761873,tiger
6120159,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6120195,highway,residential,regular
6120195,name,52nd Avenue Southeast,regular
6120195,source,Snoh Cty Assessor,regular
6120195,cfcc,A41,tiger
6120195,county,"Snohomish, WA",tiger
6120323,highway,living_street,regular
6120323,name,Chestnut Court,regular
6120323,cfcc,A74,tiger
6120323,county,"Snohomish, WA",tiger
6120333,bicycle,no,regular
6120333,destination,Bellevue;Renton,regular
6120333,ref,I 405 South,destination
6120333,highway,motorway_link,regular
6120333,hov,designated,regular
6120333,lanes,designated|yes,hov
6120333,lanes,2,regular
6120333,oneway,yes,regular
6120334,highway,service,regular
6120334,name,216th Street Southwest,regular
6120334,cfcc,A41,tiger
6120334,county,"Snohomish, WA",tiger
6120334,reviewed,no,tiger
6120336,highway,service,regular
6120336,cfcc,A41,tiger
6120336,county,"Snohomish, WA",tiger
6120336,reviewed,no,tiger
6120338,highway,living_street,regular
6120338,cfcc,A41,tiger
6120338,county,"Snohomish, WA",tiger
6120338,reviewed,no,tiger
6120379,highway,service,regular
6120408,highway,living_street,regular
6120408,cfcc,A41,tiger
6120408,county,"Snohomish, WA",tiger
6120408,reviewed,no,tiger
6120409,highway,living_street,regular
6120409,cfcc,A41,tiger
6120409,county,"Snohomish, WA",tiger
6120410,highway,living_street,regular
6120410,cfcc,A41,tiger
6120410,county,"Snohomish, WA",tiger
6120411,highway,living_street,regular
6120411,cfcc,A41,tiger
6120411,county,"Snohomish, WA",tiger
6120539,highway,residential,regular
6120539,cfcc,A41,tiger
6120539,county,"Snohomish, WA",tiger
6120539,reviewed,no,tiger
6120539,separated,no,tiger
6120539,source,tiger_import_dch_v0.6_20070830,tiger
6120539,tlid,187773206:187763053,tiger
6120539,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6120606,highway,service,regular
6120606,cfcc,A41,tiger
6120607,highway,service,regular
6120607,cfcc,A41,tiger
6120607,county,"Snohomish, WA",tiger
6120632,highway,residential,regular
6120632,cfcc,A41,tiger
6120632,county,"Snohomish, WA",tiger
6120632,reviewed,no,tiger
6120633,highway,living_street,regular
6120633,cfcc,A41,tiger
6120633,county,"Snohomish, WA",tiger
6120633,reviewed,no,tiger
6120822,highway,residential,regular
6120822,cfcc,A41,tiger
6120822,county,"Snohomish, WA",tiger
6120822,reviewed,no,tiger
6120822,separated,no,tiger
6120822,source,tiger_import_dch_v0.6_20070830,tiger
6120822,tlid,187762530,tiger
6120822,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6120857,highway,residential,regular
6120857,cfcc,A41,tiger
6120857,county,"Snohomish, WA",tiger
6120857,separated,no,tiger
6120857,source,tiger_import_dch_v0.6_20070830,tiger
6120857,tlid,187779411,tiger
6120857,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6120859,highway,residential,regular
6120859,name,223rd Place Southeast,regular
6120859,cfcc,A41,tiger
6120859,county,"Snohomish, WA",tiger
6120861,highway,residential,regular
6120861,name,222nd Place Southeast,regular
6120870,highway,residential,regular
6120870,cfcc,A41,tiger
6120870,county,"Snohomish, WA",tiger
6120870,separated,no,tiger
6120870,source,tiger_import_dch_v0.6_20070830,tiger
6120870,tlid,187761090,tiger
6120870,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6120873,highway,service,regular
6120876,access,private,regular
6120876,highway,residential,regular
6120876,cfcc,A41,tiger
6120876,county,"Snohomish, WA",tiger
6120876,separated,no,tiger
6120876,source,tiger_import_dch_v0.6_20070830,tiger
6120876,tlid,187778762,tiger
6120876,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6120877,access,private,regular
6120877,highway,residential,regular
6120877,cfcc,A41,tiger
6120877,county,"Snohomish, WA",tiger
6120877,separated,no,tiger
6120877,source,tiger_import_dch_v0.6_20070830,tiger
6120877,tlid,187778764,tiger
6120877,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6120879,access,private,regular
6120879,highway,service,regular
6120879,service,driveway,regular
6120879,cfcc,A41,tiger
6120879,county,"Snohomish, WA",tiger
6120882,access,private,regular
6120882,highway,residential,regular
6120882,cfcc,A41,tiger
6120882,county,"Snohomish, WA",tiger
6120882,reviewed,no,tiger
6120882,separated,no,tiger
6120882,source,tiger_import_dch_v0.6_20070830,tiger
6120882,tlid,187778769,tiger
6120882,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6120964,highway,residential,regular
6120964,cfcc,A41,tiger
6120964,county,"Snohomish, WA",tiger
6120964,reviewed,no,tiger
6120964,separated,no,tiger
6120964,source,tiger_import_dch_v0.6_20070830,tiger
6120964,tlid,187762971,tiger
6120964,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6120968,highway,residential,regular
6120968,cfcc,A41,tiger
6120968,county,"Snohomish, WA",tiger
6120968,separated,no,tiger
6120968,source,tiger_import_dch_v0.6_20070830,tiger
6120968,tlid,187762978,tiger
6120968,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6120969,highway,residential,regular
6120969,cfcc,A41,tiger
6120969,county,"Snohomish, WA",tiger
6120969,reviewed,no,tiger
6121041,highway,service,regular
6121041,cfcc,A41,tiger
6121041,county,"Snohomish, WA",tiger
6121113,highway,residential,regular
6121113,name,30th Avenue Southeast,regular
6121113,cfcc,A41,tiger
6121113,county,"Snohomish, WA",tiger
6121113,separated,no,tiger
6121113,source,tiger_import_dch_v0.6_20070830,tiger
6121113,tlid,187761279,tiger
6121113,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6121172,highway,residential,regular
6121172,name,8th Avenue Southeast,regular
6121172,cfcc,A41,tiger
6121172,county,"Snohomish, WA",tiger
6121172,reviewed,no,tiger
6121172,separated,no,tiger
6121172,source,tiger_import_dch_v0.6_20070830,tiger
6121172,tlid,187818502,tiger
6121172,upload_uuid,bulk_upload.pl-a968a614-ff7b-463a-b320-319baf8636d9,tiger
6121218,highway,residential,regular
6121218,cfcc,A41,tiger
6121218,county,"Snohomish, WA",tiger
6121218,reviewed,no,tiger
6121218,separated,no,tiger
6121218,source,tiger_import_dch_v0.6_20070830,tiger
6121218,tlid,187785308,tiger
